Sr_No,Round,Institute,Program,Stream,Quota,Category,Seat_Gender,Opening_Rank,Closing_Rank,Remark
1,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,SC,Both Male and Female Seats,1297544.0,1297544.0,Fresh Only
2,Round 1,"BHARAT RATNA SARDAR VALLABHBHAI PATEL RAJKIYA ENGINEERING COLLEGE, BASTI",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,360465.0,1045039.0,Fresh Only
3,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,425166.0,541462.0,Fresh Only
4,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI",Electrical Engineering,B.Tech,Home State,BC(Girl),Female Seats,135498.0,148378.0,Fresh Only
5,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,188704.0,229921.0,Fresh Only
6,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Information  Technology,B.Tech,Home State,BC(Girl),Female Seats,288879.0,420038.0,Fresh Only
7,Round 1,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Civil Engineering,B.Tech,Home State,SC(Girl),Female Seats,758096.0,991302.0,Fresh Only
8,Round 1,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR",Civil Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,793810.0,793810.0,Fresh Only
9,Round 1,"BHARAT RATNA SARDAR VALLABHBHAI PATEL RAJKIYA ENGINEERING COLLEGE, BASTI",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,442622.0,549967.0,Fresh Only
10,Round 1,"Lucknow University, Lucknow",Civil Engineering,B.Tech,Home State,EWS(GL),Female Seats,271094.0,271094.0,Fresh Only
11,Round 1,"VISHVESHWARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),B.Tech,Home State,OPEN,Both Male and Female Seats,1050567.0,1050567.0,Fresh Only
12,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,851336.0,851336.0,Fresh Only
13,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,675659.0,675659.0,Fresh Only
14,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,642040.0,881069.0,Fresh Only
15,Round 1,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,93836.0,144400.0,Fresh Only
16,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Civil Engineering,B.Tech,Home State,EWS(GL),Female Seats,420860.0,420860.0,Fresh Only
17,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),B.Tech,Home State,BC(Girl),Female Seats,1065238.0,1065238.0,Fresh Only
18,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & data Science),B.Tech,Home State,BC(Girl),Female Seats,562630.0,647328.0,Fresh Only
19,Round 1,Maharaja Suhel Dev State University Azamgarh.,Computer Science Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,613140.0,766267.0,Fresh Only
20,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,145237.0,392146.0,Fresh Only
21,Round 1,"Bundelkhand University, Jhansi",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,431104.0,505085.0,Fresh Only
22,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,B.Tech,Home State,SC(Girl),Female Seats,198610.0,214288.0,Fresh Only
23,Round 1,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,1286851.0,1360451.0,Fresh Only
24,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),B.Tech,Home State,BC(Girl),Female Seats,220135.0,255085.0,Fresh Only
25,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(GL),Female Seats,544039.0,544039.0,Fresh Only
26,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,550659.0,916770.0,Fresh Only
27,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Business System,B.Tech,Home State,EWS(GL),Female Seats,614920.0,614920.0,Fresh Only
28,Round 1,"INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALIGARH",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,227065.0,1439930.0,Fresh Only
29,Round 1,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication (Advanced Communication Technology) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,217105.0,232049.0,Fresh Only
30,Round 1,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR",Biotechnology,B.Tech,Home State,BC(Girl),Female Seats,569892.0,892173.0,Fresh Only
31,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,896357.0,1428442.0,Fresh Only
32,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,410392.0,856172.0,Fresh Only
33,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,B.Tech,Home State,BC(AF),Both Male and Female Seats,293811.0,299305.0,Fresh Only
34,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,245381.0,803454.0,Fresh Only
35,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,180901.0,180901.0,Fresh Only
36,Round 1,"RAJKIYA ENGINEERING COLLEGE,BANDA",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,122344.0,138901.0,Fresh Only
37,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,ST,Both Male and Female Seats,1166402.0,1166402.0,Fresh Only
38,Round 1,"CENTRE FOR ADVANCE STUDIES,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,56747.0,83788.0,Fresh Only
39,Round 1,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science),B.Tech,Home State,BC(Girl),Female Seats,401731.0,478327.0,Fresh Only
40,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,B.Tech,Home State,BC,Both Male and Female Seats,467767.0,574408.0,Fresh Only
41,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,607859.0,1375811.0,Fresh Only
42,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Mechanical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,473430.0,951451.0,Fresh Only
43,Round 1,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,183993.0,1450189.0,Fresh Only
44,Round 1,"BABU SUNDER SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Artificial Intelligence And Machine Learning,B.Tech,Home State,OPEN(GIRL),Female Seats,222612.0,1029688.0,Fresh Only
45,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science & Engineering (Cyber Security),B.Tech,Home State,OPEN,Both Male and Female Seats,473595.0,882140.0,Fresh Only
46,Round 1,"R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW",Computer Science And Design,B.Tech,Home State,OPEN,Both Male and Female Seats,385382.0,1360947.0,Fresh Only
47,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,67710.0,105585.0,Fresh Only
48,Round 1,"R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,131225.0,515725.0,Fresh Only
49,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,346657.0,535999.0,Fresh Only
50,Round 1,"LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,74829.0,185576.0,Fresh Only
51,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,B.Tech,Home State,EWS(AF),Both Male and Female Seats,346671.0,346671.0,Fresh Only
52,Round 1,"MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,893084.0,893084.0,Fresh Only
53,Round 1,"BHARAT RATNA SARDAR VALLABHBHAI PATEL RAJKIYA ENGINEERING COLLEGE, BASTI",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,129360.0,193238.0,Fresh Only
54,Round 1,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,259347.0,295587.0,Fresh Only
55,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI",Mechanical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,284805.0,324967.0,Fresh Only
56,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,1426733.0,1426733.0,Fresh Only
57,Round 1,"Lucknow University, Lucknow",Electrical Engineering,B.Tech,Home State,EWS(GL),Female Seats,178883.0,178883.0,Fresh Only
58,Round 1,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR  RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Electrical Engineering,B.Tech,Home State,EWS(GL),Female Seats,989473.0,989473.0,Fresh Only
59,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,532682.0,586826.0,Fresh Only
60,Round 1,"MORADABAD INSTITUTE OF TECHNOLOGY,MORADABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,543961.0,914653.0,Fresh Only
61,Round 1,"JAHANGIRABAD EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,BARABANKI",Artificial Intelligence And Machine Learning,B.Tech,Home State,OPEN,Both Male and Female Seats,294461.0,1357723.0,Fresh Only
62,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,ST(Girl),Female Seats,363986.0,363986.0,Fresh Only
63,Round 1,"MAA PATESHWARI DEVI RAJKIYA  ENGINEERING COLLEGE, GONDA",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1288567.0,1457825.0,Fresh Only
64,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science And Engineering(Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,347573.0,706922.0,Fresh Only
65,Round 1,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,160643.0,175537.0,Fresh Only
66,Round 1,"MODERN COLLEGE, JHANSI",Computer Science And Engineering(Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,308628.0,308628.0,Fresh Only
67,Round 1,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,368796.0,920030.0,Fresh Only
68,Round 1,"S R GROUP OF INSTITUTIONS (COLLEGE OF SCIENCE AND ENGINEERING),JHANSI",Computer Science & Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,708069.0,1196069.0,Fresh Only
69,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),B.Tech,Home State,OPEN,Both Male and Female Seats,14861.0,40786.0,Fresh Only
70,Round 1,Ch. Charan Singh University Campus (SCRIET) Meerut,Chemical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,702523.0,1013201.0,Fresh Only
71,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,365447.0,365447.0,Fresh Only
72,Round 1,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR",Electronics Engineering,B.Tech,Home State,EWS(GL),Female Seats,210461.0,219659.0,Fresh Only
73,Round 1,"ASHOKA INSTITUTE OF TECHNOLOGY & MANAGEMENT,VARANASI",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(GL),Female Seats,1157566.0,1157566.0,Fresh Only
74,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,669721.0,1462105.0,Fresh Only
75,Round 1,"S R GROUP OF INSTITUTIONS (COLLEGE OF SCIENCE AND ENGINEERING),JHANSI",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,1101080.0,1451975.0,Fresh Only
76,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC(Girl),Female Seats,1025901.0,1025901.0,Fresh Only
77,Round 1,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,160474.0,202849.0,Fresh Only
78,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,BC(PH),Both Male and Female Seats,654756.0,654756.0,Fresh Only
79,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,412908.0,469717.0,Fresh Only
80,Round 1,"Lucknow University, Lucknow",Electrical Engineering,B.Tech,Home State,BC(Girl),Female Seats,190750.0,218549.0,Fresh Only
81,Round 1,"MAA PATESHWARI DEVI RAJKIYA  ENGINEERING COLLEGE, GONDA",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,895024.0,1118584.0,Fresh Only
82,Round 1,"Lucknow University, Lucknow",Computer Science & Engineering (Artificial Intelligence),B.Tech,Home State,SC,Both Male and Female Seats,205546.0,337279.0,Fresh Only
83,Round 1,"AMANI GROUP OF INSTITUTIONS,AMROHA",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,753201.0,1086869.0,Fresh Only
84,Round 1,"HINDUSTAN COLLEGE OF SCIENCE & TECHNOLOGY,MATHURA",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,813869.0,813869.0,Fresh Only
85,Round 1,"Lucknow University, Lucknow",Computer Science and Engineering,B.Tech,Home State,ST,Both Male and Female Seats,424523.0,493662.0,Fresh Only
86,Round 1,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,B.Tech,Home State,OPEN,Both Male and Female Seats,418146.0,1060059.0,Fresh Only
87,Round 1,"LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,507887.0,623171.0,Fresh Only
88,Round 1,"SAMRAT ASHOK RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,469006.0,522768.0,Fresh Only
89,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,699519.0,825610.0,Fresh Only
90,Round 1,"HI-TECH. INSTITUTE OF ENGINEERING &TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,391986.0,1172838.0,Fresh Only
91,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical and Computer Engineering,B.Tech,Home State,BC,Both Male and Female Seats,307009.0,380890.0,Fresh Only
92,Round 1,"DR.M.C.SAXENA COLLEGE OF ENGG. & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1403344.0,1403344.0,Fresh Only
93,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Mechanical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,487986.0,616687.0,Fresh Only
94,Round 1,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,189728.0,733851.0,Fresh Only
95,Round 1,"I.I.M.T. ENGG. COLLEGE,MEERUT",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,141473.0,689934.0,Fresh Only
96,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Mechanical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,1205897.0,1306035.0,Fresh Only
97,Round 1,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,156437.0,548737.0,Fresh Only
98,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & Finance Management),B.Tech,Home State,SC,Both Male and Female Seats,523934.0,787382.0,Fresh Only
99,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC(Girl),Female Seats,1255938.0,1255938.0,Fresh Only
100,Round 1,"Dr. Bhim Rao Ambedkar University, Agra",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,570443.0,1261426.0,Fresh Only
101,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,155628.0,195084.0,Fresh Only
102,Round 1,"Bundelkhand University, Jhansi",Biotechnology,B.Tech,Home State,OPEN(GIRL),Female Seats,239721.0,384241.0,Fresh Only
103,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,255434.0,338190.0,Fresh Only
104,Round 1,"MAHARANA PRATAP ENGINEERING COLLEGE,KANPUR",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,1197621.0,1197621.0,Fresh Only
105,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,173257.0,197366.0,Fresh Only
106,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,205888.0,242526.0,Fresh Only
107,Round 1,"M. J. P. Ruhelkhand University, Bareilly",Electronics and Communication Engineering,B.Tech,Home State,SC(Girl),Female Seats,561853.0,595820.0,Fresh Only
108,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI",Electrical Engineering,B.Tech,Home State,EWS(GL),Female Seats,136428.0,139151.0,Fresh Only
109,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,760455.0,930703.0,Fresh Only
110,Round 1,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics Engineering (VLSI Design and Technology),B.Tech,Home State,EWS(GL),Female Seats,764724.0,764724.0,Fresh Only
111,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1007122.0,1405153.0,Fresh Only
112,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,B.Tech,Home State,EWS(GL),Female Seats,305732.0,305732.0,Fresh Only
113,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,54014.0,55536.0,Fresh Only
114,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science,B.Tech,Home State,EWS(GL),Female Seats,988676.0,1112612.0,Fresh Only
115,Round 1,"UNITED COLLEGE OF ENGINEERING & RESEARCH,ALLAHABAD",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,321241.0,1379400.0,Fresh Only
116,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,25070.0,30393.0,Fresh Only
117,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI",Civil Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,366137.0,366137.0,Fresh Only
118,Round 1,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,106914.0,109143.0,Fresh Only
119,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,669701.0,878684.0,Fresh Only
120,Round 1,"AMBALIKA INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,1464178.0,1464178.0,Fresh Only
121,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(AIML) (Collaboration & Twining Program),B.Tech,Home State,OPEN(GIRL),Female Seats,441323.0,542723.0,Fresh Only
122,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC,Both Male and Female Seats,857431.0,857431.0,Fresh Only
123,Round 1,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Textile Technology,B.Tech,Home State,SC,Both Male and Female Seats,553283.0,945230.0,Fresh Only
124,Round 1,"DEEWAN V.S. INSTITUTE OF ENGINEERING & TECHNOLOGY, MEERUT,MEERUT",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,284934.0,1468753.0,Fresh Only
125,Round 1,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,755872.0,1007508.0,Fresh Only
126,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics Engineering (VLSI Design and Technology) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,325439.0,360644.0,Fresh Only
127,Round 1,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,233858.0,985307.0,Fresh Only
128,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,792028.0,1461684.0,Fresh Only
129,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,221767.0,251260.0,Fresh Only
130,Round 1,"S.D.COLLEGE OF ENGINEERING & TECHNOLOGY,MUZAFFARNAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,263443.0,1438087.0,Fresh Only
131,Round 1,"J.P..INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,921668.0,921668.0,Fresh Only
132,Round 1,"MG INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,680298.0,680298.0,Fresh Only
133,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,1044903.0,1044903.0,Fresh Only
134,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(AF),Both Male and Female Seats,287797.0,298676.0,Fresh Only
135,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,234163.0,451238.0,Fresh Only
